type,word,count
noun,深度,563
noun,领导,562
noun,好评,561
noun,配音,559
noun,荣誉,557
noun,激情,557
noun,同年,545
noun,歌曲,541
noun,报道,535
noun,平台,531
noun,女儿,527
noun,领导力,523
noun,喜爱,521
noun,游戏,520
noun,服务,519
noun,学位,519
noun,洞察力,518
noun,美食,517
noun,制片人,515
noun,时报,511
noun,书籍,507
noun,音乐剧,503
noun,父亲,501
noun,嘉宾,501
noun,评论,498
noun,技术,497
noun,中心,494
noun,成绩,493
noun,学校,482
noun,该剧,480
noun,妻子,479
noun,欢笑,479
noun,名,473
noun,印记,472
noun,儿童,472
noun,榜样,471
noun,文章,470
noun,俱乐部,470
noun,慈善,470
noun,表演者,466
noun,频道,464
noun,儿子,462
noun,信,461
noun,电影界,456
noun,运动,453
noun,见解,450
noun,敬意,449
noun,技艺,449
noun,印象,448
noun,环境,447
noun,大师,442
noun,技能,442
noun,纪录片,427
noun,创作者,421
noun,尊重,420
noun,健康,419
noun,公益,419
noun,高中,415
noun,坚韧,414
noun,一生,413
noun,伙伴,409
noun,灵感,409
noun,读者,408
noun,评论家,407
noun,实力,407
noun,管理,407
noun,笑声,401
noun,世纪,397
noun,团体,396
noun,路,392
noun,制作人,391
noun,决心,389
noun,成长,389
noun,过程,388
noun,人心,387
noun,喜剧界,384
noun,欢乐,383
noun,月,382
noun,舞台剧,379
noun,演绎,379
noun,梦想,378
noun,设计,377
noun,电台,376
noun,单位,375
noun,名称,372
noun,动画,371
noun,总统,366
noun,时尚界,364
noun,脱口秀,363
noun,毅力,361
noun,兴趣,361
noun,头,360
noun,典范,357
noun,巡演,355
noun,视野,346
noun,事件,346
noun,青少年,346
noun,科学,345
noun,歌手,345
noun,冠军,341
noun,评审团,340
noun,人格,340
noun,联盟,340
noun,段子,336
noun,色彩,336
noun,书,333
noun,战争,332
noun,兄弟,331
noun,体验,331
noun,拍摄,329
noun,学习,329
noun,学生,324
noun,电影节,324
noun,年度,321
noun,法律,321
noun,声誉,319
noun,艺人,318
noun,搭档,318
noun,教学,318
noun,道德,317
noun,资产,317
noun,市场,309
noun,形式,308
noun,同事,308
noun,实践,307
noun,指导,306
noun,本书,305
noun,代表,305
noun,思考,303
noun,信赖,303
noun,年,302
noun,运动员,300
noun,女孩,298
noun,家族,296
noun,专栏,294
noun,电视台,292
noun,地区,291
noun,音乐家,291
noun,女,287
noun,单曲,285
noun,人选,284
noun,传奇,283
noun,惊喜,283
noun,起步,282
noun,短片,281
noun,影视界,278
noun,选择,278
noun,争议,277
noun,训练,277
noun,灵魂,274
noun,主题,272
noun,光彩,270
noun,地方,266
noun,功底,265
noun,夜,265
noun,理由,264
noun,课程,262
noun,教师,260
noun,著作,260
noun,家,259
noun,情景,259
noun,经理,258
noun,政策,258
noun,语言,257
noun,主席,257
noun,选手,256
noun,博物馆,256
noun,餐饮,256
noun,演讲,256
noun,造诣,255
noun,启发,255
noun,作用,255
noun,爱好者,254
noun,议题,254
noun,个性,253
noun,事务,253
noun,编舞,253
noun,类型,253
noun,心中,253
noun,屏幕,252
noun,剧,252
adj,卓越,4426
adj,杰出,2410
adj,非凡,1901
adj,最佳,1866
adj,独特,1796
adj,深刻,1640
adj,知名,1304
adj,宝贵,1292
adj,新,1164
adj,出色,1145
adj,著名,1129
adj,贵,1069
adj,经典,918
adj,女,874
adj,精彩,864
adj,优秀,755
adj,高度,751
adj,无限,706
adj,不懈,617
adj,公共,606
adj,众多,558
adj,相关,505
adj,深厚,470
adj,播客,469
adj,时尚,469
adj,资深,461
adj,独立,452
adj,热门,429
adj,男,421
adj,辉煌,408
adj,传奇,407
adj,无尽,404
adj,进一步,402
adj,特别,390
adj,佳女,382
adj,专业,377
adj,年轻,364
adj,高,344
adj,即兴,341
adj,坚韧,339
adj,亲爱,325
adj,联合,315
adj,幽默,309
adj,坚定,296
adj,前,280
adj,客串,276
adj,顶级,272
adj,多元,269
adj,传统,261
adj,综合,257
adj,真实,255
