type,word,count
noun,洞察,297
noun,博物馆,296
noun,票房,293
noun,语言,292
noun,剧团,291
noun,一生,291
noun,造诣,290
noun,名,290
noun,朋友,289
noun,影视界,289
noun,同台,289
noun,名人,289
noun,心理,287
noun,成长,285
noun,金球奖,285
noun,内心,283
noun,生命力,282
noun,成绩,281
noun,印象,280
noun,日后,279
noun,信,279
noun,家,278
noun,时刻,278
noun,剧,276
noun,一角,276
noun,技艺,275
noun,人心,272
noun,多面性,269
noun,指导,266
noun,体验,263
noun,事务,263
noun,全国,262
noun,爱,261
noun,经典,261
noun,著作,259
noun,黑人,257
noun,经济,256
noun,视野,256
noun,时尚,255
noun,演艺界,254
noun,女,254
noun,华横,253
noun,影评人,253
noun,漫画,250
noun,年,250
adj,卓越,5527
adj,深刻,4114
adj,杰出,2848
adj,独特,2780
adj,最佳,2618
adj,出色,1988
adj,经典,1839
adj,知名,1397
adj,非凡,1256
adj,女,942
adj,宝贵,930
adj,传奇,922
adj,新,807
adj,深厚,803
adj,精彩,774
adj,男,702
adj,高度,685
adj,著名,679
adj,公共,629
adj,即兴,609
adj,资深,594
adj,坚韧,569
adj,播客,568
adj,独立,525
adj,无限,521
adj,热门,514
adj,特别,510
adj,幽默,496
adj,坚定,466
adj,相关,457
adj,年轻,456
adj,常驻,448
adj,时尚,438
adj,多才多艺,399
adj,敏锐,395
adj,多面,384
adj,客串,375
adj,联合,348
adj,众多,329
adj,佳女,328
adj,标志性,318
adj,深远,295
adj,流行,289
adj,无尽,279
adj,辉煌,274
adj,顶级,271
adj,全国,271
adj,前,262
adj,多元,260
adj,璀璨,251
